GDP/breakdown at constant 2005 prices in US Dollars (all countries),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Country,IndicatorName,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014
Aruba,"Agriculture, hunting, forestry, fishing (ISIC A-B)",1035251,1129340,1231980,1343948,1466092,1599338,1744692,1903261,2076237,2264929,2470794,2695335,2940275,3207616,3498980,3816923,4164526,4832715,5734370,6434594,6678352,7218529,7663597,8151152,8905479,9194365,8909354,8652719,8489588,8176780,9141850,8765000,8417281,8566265,9019215,9011173,9273644,9652346,9183443,9568668,9269435,9803399,9523404,9997381,10145841
Aruba,"Mining, Manufacturing, Utilities (ISIC C-E)",17916531,19544873,21321205,23258975,25372867,27678875,30194441,32938709,35932305,39197887,42760750,46646662,50885656,55512824,60554489,66057143,72075417,83633068,99242265,111375088,115545174,124948745,132698767,140845864,154361635,159368978,152943895,175217549,192430650,208300332,218094627,231051135,211342080,233842999,271142317,292519553,302064593,311017298,306248003,207090204,207101110,196782087,203260676,212391191,211878023
Aruba,Manufacturing (ISIC D),4107563,4480873,4888125,5332381,5816981,6345727,6922418,7551395,8238205,8986425,9802466,10696672,11664071,12722732,13899159,15123566,16510909,19283247,22547094,25557515,27158952,27122137,31355286,35482695,25232190,46738017,46031658,49032071,58719647,76807764,87449277,83844396,80518177,81943329,86294602,86212291,88713727,92333148,87848307,87311765,84578632,89452949,86897599,91222069,92577152
Aruba,Construction (ISIC F),13381227,14597377,15924055,17371312,18950101,20672367,22551189,24600746,26836522,29275692,31936313,34838547,38005812,41458884,45225754,49342365,53817108,62468788,74161570,83065433,86395829,93498560,98389311,106126061,115771226,114929552,121018713,163680592,176866407,123412638,134747548,113585953,108585704,127124377,142228749,148703911,173306921,176164904,149127767,110752735,97588431,115713058,107664791,112136403,116102103
Aruba,"Wholesale, retail trade, restaurants and hotels (ISIC G-H)",52837056,57639151,62877656,68592279,74826336,81626777,89045481,97138686,105966154,115597804,126105271,137559951,150071015,163713394,178553482,194854859,212542791,246486524,293086737,328133553,339963938,371255030,388163262,412725264,471990385,444394268,450664780,455709840,509375251,518049449,536317446,489716600,456195377,441487066,485397755,480067039,454185174,465891874,480557157,383495782,375588836,400901605,385700869,406287204,412722443
Aruba,"Transport, storage and communication (ISIC I)",17905114,19532416,21307620,23244151,25356692,27661253,30175184,32917688,35909525,39172754,42733407,46617680,50851933,55477614,60520157,66005160,72035853,83602541,99098675,111393410,115566842,124362648,133359892,140882085,151393142,164732357,150716557,167285890,167669353,169547103,185084237,186195011,188481903,180824881,184235656,184843575,189468408,186662169,189121421,187316865,181252399,193528136,186891618,196352546,199557779
Aruba,Other Activities (ISIC J-P),93192849,101662633,110902263,120981600,131976820,143971841,157056563,171329700,186903424,203888004,222414119,242644843,264676221,288718353,315062847,343515612,374759620,435650236,515288158,578856055,605186811,642452131,691718793,754878288,749544478,864270232,890192867,950356913,999648929,1037399435,1082381767,1085251747,1065625220,1078964791,1134082566,1137960894,1155068615,1139683533,1143324434,1132646826,1113503648,1126739904,1121754956,1175670291,1184681487
Aruba,Total Value Added,196268029,214105791,233564779,254792263,277948909,303210452,330767549,360828788,393624165,429397070,468420656,511003019,557430912,608088685,663415707,723592062,789395315,916673873,1086611776,1219258133,1269336947,1363735643,1451993624,1563608715,1651966346,1756889753,1774446166,1920903503,2054480179,2064885737,2165767475,2114565446,2038647566,2070810379,2226106258,2253106145,2283367356,2289072124,2277562225,2030871078,1984303861,2043468188,2014796314,2112835015,2135087675
Australia,Final consumption expenditure,172521077250,179154997631,186855838329,196880042487,208248926647,213545623662,222473080960,227432365202,231862849682,236392134589,245018840907,256156569355,262431949828,267883993423,274332740681,288197112313,295328141752,305492779219,318520143475,330529676934,335877327627,343983312206,351172130574,358406310143,373778786380,386942234241,397333677715,415851611518,437294410742,454359543323,467483843845,481969601800,501089658949,525720791395,547747693762,564997378081,589785721266,615478802938,622046234982,635552688093,658713620499,677566481530,687461437333,702961670598,719440463044
Australia,Household consumption expenditure (including Non-profit institutions serving households),132765064028,137684273040,144092355922,153114477729,160505267794,161702922474,170407350618,173791040262,176401927464,179669003362,185688163645,196041573181,200784916058,203265952279,205008224666,215889232606,220532350697,227869561473,238671145997,248616722597,251266691162,257208949409,262168500473,268484553048,280873345195,290119869669,298661038570,313266122220,330356654503,344013069577,355321451134,366300792826,381976201553,401625932783,419731950166,432964143345,453644487945,475106459809,475359858326,486252212468,504363272607,517163679757,527230912859,538861400490,552037493003
Australia,General government final consumption expenditure,39788560594,41493716766,42815925260,43895897083,47797213659,51729997254,52061291524,53612674907,55386702290,56637070987,59210241896,60100224173,61628452581,64500857024,69021420775,72019693292,74459871519,77261029882,79534373539,81641476344,84255020031,86403089331,88600437170,89563446679,92582499303,96450567708,98334432797,102271372413,106661912069,110104285149,111992899976,115492269919,118996389601,124022800518,128014955846,132033234736,136239128302,140573264812,146609588907,149255193330,154326133046,160282899019,160254994304,164110357159,167444911172
Australia,Gross capital formation,60179797638,59233793941,58799542299,63701668490,52229945211,51287196670,55082362096,53998256681,62663758585,63608654143,70704547600,77212850796,65376203769,73267324873,80264594034,84164617033,81865368866,91230313725,103144461165,105719843511,90523252320,85966657459,94257954957,100384850851,112891713690,114695070030,122690840932,132192710113,141037037812,149641799892,137557206951,149155050205,165935309345,184858361397,197886880275,210886310527,225570595594,248924953635,247232203335,253278066625,267613565206,296536663800,300114495629,291823405907,286389996727
Australia,Gross fixed capital formation (including Acquisitions less disposals of valuables),48454537200,49812203949,51323449736,53538073493,50111648009,51819951832,53830504812,55883835515,61344657299,63108361779,71172313198,76345612581,69104957012,72626054505,79611446285,84326112376,84661321419,91005748628,100751355452,101646882538,92053452204,88340906869,94249141559,99615992607,110510987758,113553816283,121092513365,132811505638,138867007899,149969580198,138050023518,150431018586,169320539015,183764682625,195357445552,213557613493,224353027715,245734175189,250885033800,256164225580,265848821552,296358454600,302139758669,297535893893,291579972561
Australia,Changes in inventories,1284853408502,1046464887816,845611783680,1128625503383,285533408177,11385526428,200015614558,-124388861652,216729307443,133651785182,43152372517,188998294755,-299453062554,160639164883,170898412222,92066095757,-182125104419,140936500570,379577712077,555847609183,-40632684043,-133413533837,122634465380,208794815659,390891041127,265614151732,322996627349,107010952894,405547108754,159505666056,126908550126,61259474788,-134222144464,351326878270,515965777865,-2671302967,416658285148,649964110459,-56783237384,29954691915,527286326653,401301902959,179071155352,-211242306755,-164465625889
Australia,Exports of goods and services,25773097929,27702648330,28260698314,26552707803,29150130382,30289216390,32452458203,33183541991,35538334142,38049559068,36202375312,37057328319,37250155659,40092762670,46282392580,48033801167,52849376655,57315053527,57909498075,60614188842,67437211869,73813284108,79283323250,86806143510,90637150262,99664279174,110511774795,115679802904,117902425322,129360328018,140096724443,138968492954,139243686939,140929968412,145629975196,149344774744,155151303979,160663484195,163476081653,171878756464,173474370776,182202681161,193085294344,204250763525,217896809578
Australia,Imports of goods and services,21010830567,19429624097,19690173052,25624175500,26243793483,24950005079,27322629000,26041868043,28156385656,28187325844,30840854107,34405489496,31506882373,33392605434,38937412881,38842149669,37005279537,41158592721,51434806346,54361911011,51264635310,53064865745,56495155580,60600430050,70453251623,73680801802,80891494130,89027949462,93319679279,104588421579,103477017443,104899451894,118742743554,134481528862,151163989916,163117487438,179834959757,205855658198,198316837031,211069894158,232712555941,259663088465,261459247823,255843603629,251427298843
Australia,Gross Domestic Product (GDP),252296490074,262166321074,268977843159,279995300625,283739386330,291087603294,301586620808,304291392621,316625638883,326286755208,337243971412,348443369658,340670421372,356438419567,375150329128,390489945015,400583703131,423805188373,440317379127,455857190723,453915474895,455748878151,474193657268,493373501480,512522312316,532753031876,553762019861,578298468407,607238005555,630750352649,642915436579,667751874440,688313616693,716923956642,739983581524,762114030577,790770616343,820047261159,834248986543,850620005854,870366969826,902812670120,925490767009,949050576915,975012126830
Australia,"Agriculture, hunting, forestry, fishing (ISIC A-B)",8278377662,9180944043,8059321613,8497433711,9391681508,10168323734,10439771503,10097719896,12290551744,10779081214,9449946812,10995691049,8591733160,12311801443,12336478513,11474837490,11597537365,11347339295,11847735434,12818366849,13529203557,12811512108,13484647736,14043309178,11985515741,14522455619,15717237085,15741914155,17272577961,18401553908,19117188934,19657342574,15503369146,19504481836,20331163676,20880913955,17736643969,18943078496,22267628187,22066098783,22889353253,23117616149,21838521361,22760799114,23785619995
Australia,"Mining, Manufacturing, Utilities (ISIC C-E)",57828916805,60520830352,63990793150,68456520377,68128314832,67654349304,70505505253,70864228083,73577578489,75681175233,77361366381,78683254233,76107297711,78944586326,84891900518,88061601980,88289925550,96467119333,101570029943,104784455121,105758857296,105946813525,107728945857,111296681085,115565386376,120500379707,121901246896,125884355993,127483292684,130846731104,136503593151,138229422762,141172781635,140848131138,143243457181,144380947047,150828691397,154999416665,154303650642,159584227522,161551646363,166533579583,172021592541,173723225818,179851062368
Australia,Manufacturing (ISIC D),42915954821,43794590995,45722278925,48811891267,46804528520,46304787003,47449332889,47244068956,49189361773,51308730010,52360435672,53658748179,49245210970,49993009961,52546841434,52881211303,54328213231,57951157907,61289054083,60567366405,59233513500,57476077074,58704034098,61323143853,62625082931,64056127945,65142648691,67066182080,68518986522,69317557511,70876257833,72561162835,75413823778,76461902868,75816373187,75549457543,77082046552,80091375373,75871497069,76199339111,76075310373,76079662259,75159963791,73938107364,79102075456
Australia,Construction (ISIC F),17422020092,18067121340,18165708242,18699363427,18184996983,19113635999,20035071609,19447994067,20005657703,20469076786,21963183126,22921836331,20317805272,20370029961,22126460315,23326427602,22670917709,24468767645,26961746204,27581239070,25783989418,23648179711,25024030146,26552952947,28021847368,28528486883,29330466020,32291665931,35320097627,37714029361,32306072742,36269146291,42195147817,45218176958,47394805962,51253430132,54146197693,57959200295,60253484921,60562030787,62227218006,68903574263,69268546805,73344079313,74246440139
Australia,"Wholesale, retail trade, restaurants and hotels (ISIC G-H)",31947074213,32944282493,33890922403,36180658253,35638565313,35302982979,36477521146,36089025416,36718416348,37942386768,39244334824,40753062867,39256866945,40605462338,42643324350,43162711115,42846623191,45064808490,48303665367,49734415772,47669400833,48172609094,48622034655,51478081547,55729387710,58187937166,61335152474,64376656956,67891078293,71254042598,72582537137,75175852442,78509143533,82480408734,86693386995,88743311560,91812016489,94574716394,94694027443,96337799885,97219959824,101141151476,103823486424,104346308565,108603069371
Australia,"Transport, storage and communication (ISIC I)",11777713699,12105305736,12822888292,13934918403,14650272442,14408210355,15488728787,17242867720,17737375255,18428517676,19735523156,20311150693,19946435162,20997101433,22683748525,24194527450,24988205554,26373086236,27831948360,29238244722,29848916101,30956041894,32226056653,34390338318,37147120481,39826027442,41939041266,43775598121,45782831461,47415614871,49241139406,50773982972,53953887068,56135041694,58860673776,60871800877,64676004512,68343277582,68269296140,69379666733,71631558001,73474604457,73958728632,75666130532,78334206771
Australia,Other Activities (ISIC J-P),86846428904,90122450096,94412846407,99098340998,103690752514,106600357191,108882783785,112926357480,118412231662,123661233072,129836721932,134386599378,135058788158,139672562847,146549010688,155516182330,165406341926,175932479436,181148841830,189487486670,192923052991,198046317385,204433439138,213691075234,225051722519,230860168789,241115795977,250054792164,264033565665,274420699420,285493738794,296659599880,303560045252,314665887601,324359805202,335608208898,348815670349,360559368830,370581439961,377686422010,387552245025,398836053200,410776290548,424779684575,433295832831
Australia,Total Value Added,212485586254,221210490868,229592413155,242879380821,247875765171,251621715698,260013565843,264960299928,276957676265,285319557146,296132749514,306564102062,298191880875,311514340894,329644180342,344368476783,354884402691,378611849288,396336331517,412342606754,414305173737,418548487695,430587146134,450502991014,472662145431,491140460276,510172568025,530966564086,556934769439,579250433915,594341342710,616162189923,634473708574,658533459268,680548645160,701738612470,728155366553,755501221088,770899655833,786046159966,803689554709,832701105202,852585185881,876026199876,899163294195
Austria,Final consumption expenditure,95042552951,100489712214,106046487251,111042963335,115183661114,119157311150,124477566599,131556884163,130226703437,136013677659,139251772170,141244587018,144490474274,150882905811,148797311194,151336072221,154430382343,157165658859,160671373400,165591371811,171669876957,176830803354,182783228347,184767692385,189003752166,191522478482,196171395514,198336695652,204113018073,209561951332,214234615390,216116187327,217800207593,221158018984,225774468138,230696736805,236262602055,239002344351,242840392288,245493719903,247324826574,249663727228,250795056434,251309473275,251969059975
Austria,Household consumption expenditure (including Non-profit institutions serving households),68055259539,72627333768,77043191795,81181821154,83610873140,86325954757,90248961731,96061477663,94420376357,98900193328,101397713981,102672516907,104661688361,110338056530,107987297486,109952369756,112350055882,115065822667,117840960114,122062388153,127232339553,131058167510,135619167015,135772992073,138555411453,139739760896,143766621641,144432412103,148635904627,152154456590,156858834671,158887276581,160071599838,162839313035,166633605946,170222951798,173841239122,175676574701,177164145828,178186103105,179934773665,182272235801,183304974971,183427150788,183518745649
Austria,General government final consumption expenditure,26956508571,27839801933,28985406745,29849963568,31552310951,32807658244,34204867799,35480414233,35781540676,37091813327,37833994458,38549101665,39799791181,40530103376,40783212781,41358264776,42056588980,42086455528,42819829987,43527177784,44445900288,45781262482,47175196104,48986377114,50434921254,51759288371,52390203068,53875875389,55447834408,57370761458,57357705730,57220340178,57719172183,58313577949,59141495060,60473785007,62414108479,63315750075,65646264844,67263739451,67352078725,67362599578,67464129175,67852548303,68414673670
Austria,Gross capital formation,33219818475,34228613814,37582288892,41103751159,41553255540,36457492331,40979464292,45328771232,40872062323,47550638395,47003089302,44168123620,41098122382,39806124391,41880679023,44569224596,44634006867,46127230259,50906777036,54392836283,57456255232,60214229009,59721238312,58056078459,61526750948,65479657210,66016400748,67095632939,69000540444,71307241977,73094446338,72365147778,69566571930,72779887608,73982149026,75154218276,76777041827,82384757474,81805449374,73349833711,73599211320,80328271609,80055174732,78309873308,77081168931
Austria,Gross fixed capital formation (including Acquisitions less disposals of valuables),31124079509,35416234084,39714888717,39853555024,41435217274,39383389658,40887052103,44539138500,41656318611,44083189693,45548025567,45522570284,41732896448,41553479653,41451615965,44013996731,44844111316,46803996269,50108839255,52344166100,55219084349,59813128860,59895040107,59161966772,62206330441,62325721037,65055175049,65486577674,67711130092,68498453530,72510084668,71585488151,69488606492,72125546268,72799067727,72968723574,73790791370,77182059139,78279430586,72541966154,71030101968,75803379806,76794156584,76586492481,76431228975
Austria,Changes in inventories,1802350889,-620688478,-1294925444,1235940062,401202773,-1890695202,377898487,926895073,-271906885,2926051815,1432155871,-669123998,-159538524,-992935495,633925986,747629800,181546528,-152644045,975169620,1927409432,2090091391,751684236,322363396,-380232272,-38426222,2829363684,1210162295,1697898595,1475653003,2617863399,984626314,1123696802,583099863,1034056372,1434560247,2185494702,2790546987,4473725419,3228111035,1152015591,2457739367,3956416848,3018713630,1867225820,1063282286
Austria,Exports of goods and services,22159910518,23579936191,25972143888,27385215484,30318451526,29591053557,32863649373,33650508907,36587716199,40730987959,42230527457,44292832021,44255219367,44956199728,48696687735,53057184289,50907179258,52654226382,57001853546,63012169547,68413711573,70423224865,71352378714,69659071759,73621341633,78926048933,82587018697,91694561784,98893953965,105256755013,119492290172,126355615928,131533284958,132061897552,143658799166,153012448391,164426441608,176570545438,180559129684,153461645280,174701352521,185136269045,188200882796,189732218919,193737509411
Austria,Imports of goods and services,25058938484,26634524244,29869621278,32723094117,34982753188,33356495424,39166368704,42472562194,42044311428,46352126067,48997769966,48700680709,46933361007,48893724881,52141888054,55029477006,53080749309,55115350179,60319599134,66447083404,71749780164,75419326163,77015282178,72787549892,80307616543,85049687511,88587412464,95021817597,100486497807,104558859475,115215119109,121184412749,121537775939,125801524716,135859234771,143259986072,151659442475,160178629202,161650960709,142222640728,159274052996,169154185747,171003815171,171027262359,173310165894
Austria,Gross Domestic Product (GDP),125300611321,131707393545,139883605473,146720137680,152506413660,151953878001,158908810682,166981347817,166629595726,175555443070,178595159881,178337456934,181924276841,187333045707,187429101201,192112351843,196533611591,199200902871,205766326100,213764617027,223054061075,230730750729,235561156030,236802114539,242490382542,248959986352,254930829294,260552104149,269827672863,279514453267,288929639675,292831680919,297680548781,299931479826,308046855109,314641160523,325184255194,336960836892,342174510073,329175043639,335523754013,344945260798,347557580743,348674112328,349906574428
Austria,"Agriculture, hunting, forestry, fishing (ISIC A-B)",3080731383,2846512689,2867290153,3049565186,3173285544,3325338811,3442448158,3366230795,3411701381,3521263841,3441906842,3311016512,3534796753,3412675751,3421228551,3306685980,3374675332,3339598023,3441473788,3424259924,3685282741,3575178964,3501018604,3436926730,3705094925,3715174238,3720641534,3737140861,3918189578,4096629150,3949769983,3929394830,3868117802,3768050034,4082847232,3978535542,3927976581,4295519659,4589551956,4276735976,4072713787,4679627022,4293484309,4186812479,4357446267
Austria,"Mining, Manufacturing, Utilities (ISIC C-E)",24717767241,25820028006,27729106048,29405084616,30617668818,29330771451,31072306109,32587451911,32774325300,34599150314,35793147304,35417315144,35009970547,36176162445,36180101500,38134799464,39421016676,39327985472,40757978181,42470655990,44949248228,46214032348,46223300712,45587838507,46832811499,49810111232,50513695913,52083107986,53578118268,55623854737,58815809780,61416813936,60949109118,61304400266,63817517160,65173780033,68707424900,72427757788,72402292958,63534472910,67349285183,70712728131,72787347140,72933381800,73901531931
Austria,Manufacturing (ISIC D),20359409023,21548138536,23187473851,24388283947,25225468453,23722643743,25214595926,26373252710,26866194818,28224942389,29209976706,29212040749,29189943345,30413071128,30556582846,32343437282,33560008693,33146350130,34781800919,36043417040,38354902721,39388017105,39186469347,38347860691,39770229361,42091768147,42547071818,43942437946,45137579731,47153348712,50246596867,51665493089,50899708737,51189476135,52737350780,55040653136,59309434665,63930815499,64510192457,55017499427,59472481945,63362912194,64883966418,64611949792,65439096937
Austria,Construction (ISIC F),10726588967,11980738957,12774180788,13462916218,13921297568,13732826049,13770054991,14778130950,14266926079,14245174813,14199767792,13681646619,13200913567,13323702972,12433605078,13032416432,12887975996,13097469758,13500219007,13454110333,14422993919,15460739808,15933453960,16325277459,17698814784,17820060551,18260207946,18025043681,18561668466,18735758784,18848324092,18243979697,18229455464,19326541214,19649472338,19701474904,19367036658,19984431813,19732287527,17857057751,17162310283,17004598568,16904191917,16564020158,16234262945
Austria,"Wholesale, retail trade, restaurants and hotels (ISIC G-H)",16604735976,17551787764,18810346188,19689367791,20455602508,20915701392,21830528355,22746791619,22369223362,24978527732,24901594160,24266808954,25389817975,26645666004,26370331794,27139487807,28308140023,29252532071,30645589323,32193913426,33759522432,35264831289,36472037915,36207079729,36863733501,38832248596,39385338451,40276348295,41905067695,43049918638,44712342123,45445535090,46592506962,46476053690,46743620386,47851701239,49053223837,50215229028,50101402191,50169502684,51305045718,52748090446,52422830094,52448171346,52343311752
Austria,"Transport, storage and communication (ISIC I)",7463385763,7878613615,8476005943,9274314973,10088697340,10000293990,10897721927,11355115734,11166615444,12469217265,12430780247,12113817871,12674681248,13301311579,13163620540,13548972953,14130271484,14601546130,15304093163,16062614949,16850791478,17635751112,18147228381,18095140065,18540976310,19028891732,19945271956,20646274846,22221321839,23257669570,23957193767,23962244072,24919857084,24899075759,25871305083,26045142516,27112030946,28079846940,28346341556,26384604948,26190543544,27362066571,27014698818,27306069602,26838893586
Austria,Other Activities (ISIC J-P),44960610272,46918368178,48413717788,50426708192,53223287901,55542051552,57028340937,59721528453,60725309847,62622932475,64814922193,67406253383,70153833564,71290074376,73827474835,74146901817,74909092017,75613309567,76866765992,79755466843,82485955484,84734185603,87495970237,89243810942,90635731920,93417171823,94711197554,96215864940,99603996692,102289019535,105782910951,106824536244,109315593229,110603556084,113785526936,116781338606,121065632806,124659382687,129558117670,129200892982,131169468587,134145521054,135217206665,136757627701,137693585716
Austria,Total Value Added,107996580986,113548065298,119682613232,125956294945,132123831941,133470276848,138624318302,145196786120,145256956361,152967569171,156028447431,156509583156,160207677841,164385551027,165458775496,169410670972,173101640234,175340832777,180657642669,187436521559,196291386867,203113696908,208034536849,209176640410,214704385452,222993526082,226930526031,231302244661,240117060566,247335464970,256253554273,259869333354,263904686764,266505782949,274010900813,279531972840,289044887954,299435361152,304378719693,291048466500,296679303976,305983681702,307861739696,309333490221,310429018396
Azerbaijan,Final consumption expenditure,,,,,,,,,,,,,,,,,,,,,6546123614,6706409958,5617775401,5615696856,4476129368,3498887514,3636923712,3559886359,3814414568,4072899910,4361853584,4701461454,5116688212,5729803951,6270342770,6959545007,7833335625,8981363161,10363513939,11188658477,12280040892,13232455202,14258422794,15401508238,16576077980
Azerbaijan,Household consumption expenditure (including Non-profit institutions serving households),,,,,,,,,,,,,,,,,,,,,3862851276,3767358534,3542079300,2902117703,2774420325,2682350042,2860318088,2697521949,2954518141,3223818961,3493153194,3786482230,4068763289,4450549023,4935226822,5579101797,6387418938,7478816468,8787696364,9540004918,10575351180,11470362073,12441476175,13519890265,14624768122
Azerbaijan,General government final consumption expenditure,,,,,,,,,,,,,,,,,,,,,2683272338,2939051424,2075696100,2713579153,1701709042,816537472,776605624,862364408,859896427,849080950,868700390,914979224,1047924923,1279254928,1335115948,1380443210,1445916687,1502546693,1575817575,1648653559,1704689711,1762093130,1816946618,1881617973,1951309858
Azerbaijan,Gross capital formation,,,,,,,,,,,,,,,,,,,,,1995040458,230677740,-39925650,967626626,546480510,748283316,923963761,1154147022,1419595287,1391204865,1427367512,1721410312,2754206378,4448045403,5199859380,5501464427,6299204270,6853556753,8272296665,9058170912,9239307476,9331712598,9705037680,10141792178,9969368872
Azerbaijan,Gross fixed capital formation (including Acquisitions less disposals of valuables),,,,,,,,,,,,,,,,,,,,,1401814602,786089823,1159906957,856193315,862572213,453117654,853635185,1147856481,1411863668,1383624546,1419593899,1712038409,2739238933,4423861728,5171559306,5471530673,6264933823,6816285807,8227276062,9008850738,9189027753,9280983543,9652261744,10086632367,9915176957
Azerbaijan,Changes in inventories,,,,,,,,,,,,,,,,,,,,,593225856,-555412083,-1199832607,111433311,-316091703,295165662,70328576,6290541,7731619,7580319,7773613,9371903,14967445,24183675,28300074,29933754,34270447,37270946,45020604,49320174,50279722,50729055,52775936,55159812,54191915
Azerbaijan,Exports of goods and services,,,,,,,,,,,,,,,,,,,,,4441715979,4591037162,6709520922,3437513308,3071919629,1377637923,1070372851,1319074435,1502421465,2253651434,2600701973,3487544419,3267823967,3908311314,5455997283,8336815027,12363486743,16826718349,18071890456,20656170723,22535924845,22986633570,21860309408,22319371157,21895316336
Azerbaijan,Imports of goods and services,,,,,,,,,,,,,,,,,,,,,1967502182,2051591930,2104203083,2252115804,1884858030,1121464445,1188948574,1193326977,1377097651,1371592549,1608883406,2381142466,2771645220,4368105852,5848890509,7006931304,8415298581,10106766994,11774438541,11833317610,13300597788,13500054505,13081551631,13225465897,12947688352
Azerbaijan,Gross Domestic Product (GDP),,,,,,,,,,,,,,,,,,,,,12143519844,12058515209,9333290725,7177267843,5766582507,5085118185,5148890686,5447803100,5990672190,6433762755,7147545912,7855316719,8596773493,9474357922,10351096182,13245421881,17810616717,22345772506,24712510989,27027950395,28276792067,27820600475,28405198419,30071202076,30858034735
Azerbaijan,"Agriculture, hunting, forestry, fishing (ISIC A-B)",,,,,,,,,,,,,,,,,,,,,1446843278,1475324795,1056015633,875222646,760917304,706344142,726197010,671921210,716188861,767181360,859873145,955341589,1016478373,1073490011,1127116914,1211629528,1222524145,1271391264,1349134407,1396309158,1364683035,1444753184,1528525387,1603412660,1561526558
Azerbaijan,"Mining, Manufacturing, Utilities (ISIC C-E)",,,,,,,,,,,,,,,,,,,,,8663212955,8506613573,6619636600,5207192897,3930347032,3095504772,2891059558,2901950985,2956229682,3062869573,3274048427,3576771225,3747703128,3963060402,4115375959,6547453463,10321494489,13981087298,14922799385,16911152054,17203513304,15651798566,14986793074,15111924535,14795975529
Azerbaijan,Manufacturing (ISIC D),,,,,,,,,,,,,,,,,,,,,1352722832,1328532407,1033665853,812894900,614207456,483119335,450963843,454916601,459592583,476977215,520876003,542153276,586583398,668779124,738915246,859299719,936735075,1032365624,1105569539,966460943,1031942480,1108214189,1167031208,1191573561,1240446696
Azerbaijan,Construction (ISIC F),,,,,,,,,,,,,,,,,,,,,152429220,140759109,136647064,81412467,52101701,56790927,119260946,198071250,301202899,304202363,312113342,330434801,600367455,887435333,1215014263,1239236277,1344480396,1559834190,2121171415,1947280629,2342554269,2811128587,3318098498,4023604299,4389684596
Azerbaijan,"Wholesale, retail trade, restaurants and hotels (ISIC G-H)",,,,,,,,,,,,,,,,,,,,,820665698,776435314,699253173,455270946,316091342,289515914,318650453,363596090,397792198,451607000,495875570,545088442,599237702,670731646,770463582,880031224,1037190989,1215502807,1429032797,1570751561,1724421237,1930230726,2142174311,2375587232,2646439289
Azerbaijan,"Transport, storage and communication (ISIC I)",,,,,,,,,,,,,,,,,,,,,1333266725,1319739519,1125081199,713332545,625105171,401823240,349772810,360303013,415674067,484667704,562573993,627233793,678004825,756488379,838145123,985909981,1288632260,1528102295,1798775360,1983983855,2238896745,2339063761,2564994854,2778233189,3037482772
Azerbaijan,Other Activities (ISIC J-P),,,,,,,,,,,,,,,,,,,,,1752682651,1864912787,1131264855,1127759231,1070446707,1041303100,1027337605,1099690201,1089683122,1138488153,1211162494,1249632101,1299443942,1366917307,1432698550,1456705531,1564366794,1626763793,1726916264,1812368425,1866410572,1966774558,2062908240,2217737403,2365692321
Azerbaijan,Total Value Added,,,,,,,,,,,,,,,,,,,,,14169070463,14083770011,10767855036,8460179848,6755023229,5591322104,5432325898,5595593195,5876828225,6209079679,6715714263,7284566086,7941299266,8718188492,9498885480,12320966004,16778586092,21182474427,23347610229,25621584562,26740220430,26143565274,26603352540,28110380136,28796729243
Bahamas,Final consumption expenditure,1870369587,1901071743,1833914923,1973265695,1643514313,1397559008,1473332766,1610169550,1821653685,2331836396,2327682958,2312229594,2301916065,2407647608,2946445081,3098717287,3165968041,3239730524,3049073835,4142981036,4055187884,3961895452,3758391194,3734706637,3906355875,4069817709,4332577429,4701706208,5182505244,5425324567,5561785805,5620983151,5782726040,5663523682,5563088020,5976152489,6141792345,6205796901,6068703169,5581521496,5627911929,5582811658,5746251242,5628863913,5883179725
Bahamas,Household consumption expenditure (including Non-profit institutions serving households),1178923341,1196988462,1153081018,1248197419,1031484559,875004867,948740916,986719576,1132191086,1625302204,1595213305,1533045834,1523845152,1555674815,2038341746,2146264359,2218378282,2272836927,2064981022,3299657250,3229974859,3093626633,2935860875,2930129423,2991365463,3213987125,3416397877,3754561846,4249773834,4494020544,4596961576,4628648969,4804217716,4787739710,4715536345,5102952489,5253558830,5319310777,5116169562,4589220163,4638757481,4520309451,4726446362,4579646912,4824570227
Bahamas,General government final consumption expenditure,680860171,693290855,670381645,714011642,602615039,514494792,516761202,613622803,678746541,697273121,722536640,768010974,766888151,839310239,896012804,939802903,935311610,954399602,970458162,837299208,819322189,860942896,815609543,798023329,906276249,849218753,909011882,940558201,928288608,927795548,960971930,988004416,975126861,874562138,846673056,873200000,888465631,886999232,950867549,987826429,984930810,1056254876,1015243036,1043476346,1053571780
Bahamas,Gross capital formation,285153499,290763880,279388365,300098918,253780656,210383804,222906998,259868552,252876573,358047590,543335033,548870350,665112001,668899322,612380825,785432305,774944337,833793493,792802445,1006103681,974967010,935431632,863735350,703135678,819181231,919965719,1058954083,1437684983,1739682565,1682240855,1867938330,1707180650,1627458383,1645986538,1562298291,1948095522,2376354808,2313837720,2098999314,1901282215,1912972634,2059831485,2102836374,2133340761,2235810072
